company,ticker,title,body,date,replies
General Dynamics Corp.,GD,London layoffs aty General Dynamics,"I'm sure those laid off are comforted by the fact it's part of a ""normal business cycle."" General Dynamics Land Systems Canada laid off 28 temporary contract positions on Tuesday at London's Oxford Street plant...
read more",2018-09-06,0
General Dynamics Corp.,GD,Jacksonville,"State of Florida - WARN Notice Company Name: General Dynamics Information Technology Number of Laid off Employees: 70 Address 1: Address 2: 1 Imeson Park Blvd. City: Jacksonville, FL WARN Notice Date: Wed 06/27/2018 Layoff From: Tue 09/04/2018 Layoff...
read more",2018-08-30,0
General Dynamics Corp.,GD,Forth Hood Layoffs,77 folks laid off NOTICE_DATE JOB_SITE_NAME COUNTY_NAME WDA_NAME TOTAL_LAYOFF_NUMBER LayOff_Date WFDD_RECEIVED_DATE CITY_NAME 01-Aug-18 General Dynamics-CSRA Bell Central Texas WDA 77 31-Oct-18 02-Aug-18 Fort Hood,2018-08-29,1
General Dynamics Corp.,GD,When will it stop?,"NASSCO first said the accident will result in 150 layoffs, then another 350 were added and now the number has gone up to 1,500? When will it stop? Anybody else feels like the company is just using this as an excuse to do what it has been planning to...
read more",2018-08-15,0
General Dynamics Corp.,GD,General Dynamics-NASSCO plans to lay off 300 to 350 workers in San Diego,What I am reading: http://www.sandiegouniontribune.com/business/sd-fi-nassco-layoffs-20180814-story.html,2018-08-15,0
General Dynamics Corp.,GD,150 laid off by General Dynamics NASSCO,https://www.10news.com/news/nassco-delivers-layoff-notices-to-1-500-workers,2018-08-14,0
General Dynamics Corp.,GD,More layoffs at General Dynamics,"This week General Dynamics Information Technology-CSRA filed a warn notice with the Virginia Employment Commission indicating they will lay off about 100 employees at their Chesapeake location...
read more",2018-08-01,4
General Dynamics Corp.,GD,May 4 layoffs at General Dynamics,"Another 20 people just got ""furloughed"" from the Elmwood location (May 4, 2018, about 2 months from the prior round). Supposedly they will get called back when funding comes though, but I wouldn't hold my breath. Found this in an old thread (...
read more",2018-05-08,0
General Dynamics Corp.,GD,GDIT Layoffs Coralville 3/14/2018,GDIT just laid off about 115 people in Coralville today. This is part of the DRG program. These jobs are inbound customer service and correspondence jobs. This the second time in a year that Coralville has had significant number of layoffs.,2018-03-15,1
General Dynamics Corp.,GD,General Dynamics layoffs February 2018,"Here we go... More layoffs have been announced, this time in Springfield. More than 70 people will lose their jobs sometime in April. I'm actually shocked that we got this announcement, since General Dynamics is famous for doing a lot of surgical...
read more",2018-02-26,4
General Dynamics Corp.,GD,No willingness to change...,"Why is General Dynamics so resistant to change? It seems that the leadership believes that doing things the same way will be enough to survive in changing industry environment... Which makes no sense whatsoever... Our facilities are dated and in...
read more",2017-12-04,0
General Dynamics Corp.,GD,"out with the old, in with the new","i was laid off from general dynamics after more than three decades with the company. my years with the company meant nothing. i was not the only one. so many of my coworkers who have given their all to gd were shown the door to make room for younger...
read more",2017-12-01,1
General Dynamics Corp.,GD,Small layoffs happen all the time,"General Dynamics is no stranger to layoffs. Small batches of people are being shown the door pretty much all the time. The thing is, the company has figured out that's a much better way to get rid of employees then having major layoffs they'd have to...
read more",2017-11-13,1
General Dynamics Corp.,GD,Hard work is not appreciated,"It's really disheartening how little General Dynamics management appreciates hard work. This is especially evident when an opportunity to move up appears. Instead of the employees who know how to do their job and work hard day in, day out, the ones...
read more",2017-11-11,1
General Dynamics Corp.,GD,GDIT closing Alexandria office - December 2017,"For those who kept insisting that General Dynamics’ IT is safe, tell that to Alexandria folks. Nearly one hundred of them are being let go in December as the office is closed once and for all. Most of us realized something like this was going to...
read more",2017-10-20,0
General Dynamics Corp.,GD,General Dynamics Layoffs 2018,True or false - info please? Layoffs at corporate in Falls Church.,2017-10-15,0
General Dynamics Corp.,GD,IT Layoffs - Waco,"Here is the WARN notice filed with the state of Texas back in March: NOTICE_DATE: 2017-03-30 JOB_SITE_NAME: General Dynamics IT-Waco COUNTY_NAME: McLennan WDA_NAME: Heart of Texas WDA TOTAL_LAYOFF_NUMBER: 840 LayOff_Date: 2017-05-31...
read more",2017-09-12,0
General Dynamics Corp.,GD,How Ironic,"More lay offs in at and CCO. Marketplace and Medicare in Coralville Iowa... 240 jobs eliminated. same with Waco TX, not sure of the numbers. Relatively well done in-person ""Team Meetings"" and bad news at the Oak Dale Campus in Coralville. Lot's of...
read more",2017-04-01,0
General Dynamics Corp.,GD,Coralville Support Center to Close - 200+ to be laid off,"That's a big layoff, not sure how the community will do as it a small community. Not good...
read more",2017-04-01,0
General Dynamics Corp.,GD,General Dynamics Layoffs 2017,Is someone able to kindly comment on layoffs in Falls Church.,2016-11-22,4
General Dynamics Corp.,GD,NASSCO / Barrio Logan -,"General Dynamics NASSCO, Barrio Logan, has already sent letters to employees last week. It states that layoffs are coming. A WARN notice was filed Friday with the state. NASSCO said it will provide programs to assist workers that may be laid off in...
read more",2016-10-25,1
General Dynamics Corp.,GD,General Dynamics NASSCO-Norfolk Layoffs - January 2016,"360 employees could lose jobs - Inter-Department Memo – Date: November 5, 2015 To: All NASSCO-Norfolk Employees Subject: General Dymanics NASSCO-Norfolk Will Issue Conditional WARN Notification to Employees From: NASSCO-Norfolk Human Resources...
read more",2015-11-07,0
General Dynamics Corp.,GD,General Dynamics Layoffs 2016,What is the likelihood of General Dynamics layoffs in Falls Church in 2016? Please let me know if you have any information.,2015-11-05,1
General Dynamics Corp.,GD,2016 Layoffs at GD,"Any updates here, I hear that Q1 will be really though, I hope that we will not have cuts but you never know. Last time they hit in January, I just hope this will not repeat next year. I've seen a lot of attrition in our IT group, now that job market...
read more",2015-10-16,1
General Dynamics Corp.,GD,General Dynamics IT Layoffs 2014,"Anybody has more info on this, I hear you have cuts again, I've been offered a job at GD but I am not sure if I want to accept it as it's unstable.",2014-09-23,0
General Dynamics Corp.,GD,General Dynamics IT Staff to be decimated (Rockville),IT is very expensive - I am not surprised that the execs went after this group. If you are in Rockville good luck and God bless.,2014-09-03,0
General Dynamics Corp.,GD,any news about general dynamics (tallahassee) layoffs,any news about general dynamics (tallahassee) layoffs,2013-02-15,0
General Electric Co.,GE,Cash flow issue fault of legacy leaders. Time to bring in new,"Culp probably is on the right path as he is an outsider. To really turn the ship he needs to make wholesale changes in the Officer and SEB levels. Miller, Stokes, Strazik and others should be shown the door with no golden chute",2019-03-06,4
General Electric Co.,GE,Culp said the free cash flow will be worse in 2019 for Power,Free Cash Flow Will Be More In 2019 Than The $2.7 Billion Last Year. More layoffs in the works for the 301 get that white powdery stuff on the mirror chop it and SNIFF HARD.,2019-03-06,4
General Electric Co.,GE,Washington State to ban Natural Gas Powergen,"http://newstalk870.am/clean-energy-bill-passes-wa-state-senate-would-eliminate-natural-gas/ Not just new plants, but also current ones by 2025. Other states to follow...",2019-03-05,1
General Electric Co.,GE,Culp's comment.,"The chief executive officer of General Electric Co., Larry Culp, said on Tuesday that the company's free cash flow will be negative in the current year, causing stocks to plunge over 7%. Immelt was never this transparent.",2019-03-05,6
General Electric Co.,GE,Time to tell Tusa and Seeking Alpha to p!ss off,"I have noticed a marketable difference in how the company has cleaned up a bunch of major issues impacting credit rating and leadership confidence. But lets face it 2019 , 2020 are shaping up to be much better than 2018 for Power. The stock price...
read more",2019-03-05,10
General Electric Co.,GE,Disappearing posts,"There have been multiple insightful posts on this board that highlighted critical, deeply rooted, systemic – and still persisting -- issues with the culture that have led to the company’s demise. Several of those posts, having seen broad concurring...
read more",2019-03-03,8
General Electric Co.,GE,GE should follow Macy's lead and get rid of some Executive Band employees,"Macy's announced alongside its fourth quarter 2018 earnings on Feb. 26 that it is laying off 100 employees at the vice president level and above. The elimination of those 100 positions is expected to save Macy's $100 million annually. ""We are...
read more",2019-03-03,10
General Electric Co.,GE,EU-506,"UE 506 stay strong. Please look at past negotiations! Your jobs will be going overseas regardless, GE sold Salem site the Competitive Wage Agreement nonsense. 8yrs later site closing, going to India. I watched for 8yrs someone doing less ,earning...
read more",2019-02-28,3
General Electric Co.,GE,GAAP vs Non-GAAP numbers,"In his letter to shareholders Mr. Cull has provided both GAAP and Non- GAAP numbers. The difference between the two is for everyone to see. Just because you are a great company with great team, technology and network you cannot take the liberty to...
read more",2019-02-27,5
General Electric Co.,GE,Strategic buyers pay more than financial buyers,"As somebody else said, this is the best deal GE has done in the last 20 years, and everyone should be happy about it. Instead of going through an IPO process that might drag out or that might not net as much cash as desired, he did a clean sale of a...
read more",2019-02-27,0
General Electric Co.,GE,All employee meeting. Any other readers out there?,Russell was so boring and disinterested reading the notes off the pages. Probably he knows he now has the garbage business set that is the next on the chopping block,2019-02-26,7
General Electric Co.,GE,Is this legal?,"I have seen it used because they have to lay off an equal number of people under 40 to match with people over 40 and they often invite the people under 40 who were low paid to reapply to another position. It was done in the bar shop.... Shouldn't...
read more",2019-02-26,4
General Electric Co.,GE,UE 506,"We're on strike!!!!!! Erie pa UE 506 NO 2 TIER,",2019-02-26,16
General Electric Co.,GE,Reapplying after layoff?,"Ran into a former coworker - who is doing great after being laid off, by the way - and as we were talking about GE he mentioned he was given an option to reapply right after he was laid off. Now, he has no reason to lie to me, so I believe him, but I...
read more",2019-02-25,8
General Electric Co.,GE,Firesale Continues | Culp Sells BioTech Unit to Former Company Danaher,"Will there be a GE left when Culp gets done selling pieces off??? ... GE shares surge 10% after Danaher agrees to buy biopharma business for $21.4 billion Danaher will buy the biopharmaceutical business of General Electric in a $21.4 billion deal...
read more",2019-02-25,10
General Electric Co.,GE,Why Finance CASholes so obessed with CFO title,"When I moved to GE, I was told that I will be working for the CFO. Later did I find that every d--k is a CFO (Chief Fuc*ing Officer). I was so disgraced reporting to these low IQ r----ds (just because they were part of some ""elite"" CAS program)...
read more",2019-02-23,1
General Electric Co.,GE,Schenctady NY,"Big money announced to be spent in the birthplace of GE. Over 2 million for re organization of shop layout. Looks like Schenectady is not going anywhere!! Well done IUE 301 work force, for making the right choices to please the powers that make such...
read more",2019-02-23,15
General Electric Co.,GE,Another hog at the trough...,https://www.google.com/url?sa=t&source=web&rct=j&url=https://www.bizjournals.com/boston/news/2019/02/21/longtime-hp-exec-joining-ge-board.amp.html&ved=2ahUKEwiL7puMj9DgAhXvTN8KHUoQAQEQ0PADMAZ6BAgDEA8&usg=AOvVaw1-9NE0BY87ewN7Wdv7SbX2&ampcf=1,2019-02-22,5
General Electric Co.,GE,"Principles of ""Jeff""onomics","Principles of ""Jeff""onomics Buy high , sell ( write off) low ... every acquisition deal except Enron / Zond wind acquisition Buy back stock with cash ( $24B in ,'16/17 ) screw up debt ratio, credit rating , then screw investors ( both dividend wise...
read more",2019-02-21,1
General Electric Co.,GE,"More of the same. Why necessary to recycle ""leaders""",Clark at Data now FP&A? Didn't do anything at Digital why reward and keep? Attempting to screw up more finances?,2019-02-20,2
General Electric Co.,GE,No one should be surprised at the penny dividend,"There is no cash for dividends let alone operating needs and debt which is coming due. This is exactly why I sold the stock when it was between $30-32 and have not bought back in yet. There is not enough cash to retire the corporate bonds that are...
read more",2019-02-20,1
General Electric Co.,GE,wow...just got GE announcement their dividend ..0.01 /share,"Not sure I would waste my time putting out a press release for 0.01 / share. I understand the need to make the announcement but at 0.04 per year per share total. Keep your money GE. What a damn slap in your face. We keep hearing FCF is tight why not...
read more",2019-02-19,3
General Electric Co.,GE,Doomsday In Greenville,"Sooner it will be in Upstate NY as the clueless salary team is running this place like a coffee house. No one knows what they are doing but think that if people do more they would save the companies sales team for under bidding on big projects and...
read more",2019-02-16,4
General Electric Co.,GE,No future at GE,"Everybody should know this by now. Everybody should be looking for a way out. Literally everybody. This company will continue to shrink until the only thing left is a skeleton that can't function on its own, and will then collapse and take whoever is...
read more",2019-02-15,4
General Electric Co.,GE,Jordan Peterson on HR Departments,"My personal opinion is that Jack Welch putting HR in charge of GE was his biggest mistake. Late in his tenure he realized that holding managers to numbers had reached it's end and decided to make his next set of promotions and demotions based on...
read more",2019-02-14,10
General Electric Co.,GE,Boston HQ,"General Electric Company (GE) confirmed on Thursday its plans to downsize on its Boston's Ford Point headquarters. According to the company, the original intentions, which included the construction of a glassy 12-story tower, the creation of 800 new...
read more",2019-02-14,3
General Electric Co.,GE,GE Power To have more Layoffs,It’s going to rain more layoffs in the states,2019-02-14,2
General Electric Co.,GE,GE Power's turbine-making division is weighed down by low-margin orders that came from chasing market share,"GE Power Has a $92 Billion Backlog. For New Boss, That’s a Problem. https://www.wsj.com/articles/ge-power-has-a-92-billion-backlog-for-new-boss-thats-a-problem-11550068479?mod=trending_now_5 Sales team basically agreed to anything to make deals with...
read more",2019-02-14,11
General Electric Co.,GE,Well this contract is going to be garbage,"CEO thinks profits will turn around in 2021. Highly doubtful more like 2030 after bankruptcy and more layoffs but meanwhile the union contract will be the worse in years. That $1 raise to sell ourselves to GE for more “Flexibility” is the only raise...
read more",2019-02-13,14
General Electric Co.,GE,GE will just keep slowly getting smaller and smaller,"GE leaders milking the cow for themselves until no more milk. GE is not an innovating company, barely a manufacturing company. Main focus is financial activities - mergers, acquisitions, sales, buybacks, dividends, interest payments, etc. Top guys...
read more",2019-02-13,3
General Electric Co.,GE,"How to be ""more agile?""","Seems to be the new favorite phase around here. ""You need to be more agile!"" Considering that I'm already doing the work of several people, I'm really not sure how more ""agile"" I can get. What's with GE management and all the buzz words that have...
read more",2019-02-13,9
General Electric Co.,GE,The Appliances business was never really broken,"The Appliances business was never really broken. It produced a tremendous amount of cash flow but leadership was only concerned about the margins and for years failed to invest in the business. Only in preparation for selling the business did they...
read more",2019-02-12,0
General Electric Co.,GE,"Sorry Mr Immelt, I am aloud to speak my mind...","I have to admit that all I have seen and read after his departure is pretty bad! He DID mismanage this company and a few others as well were involved. I look at GE as a SHELL GAME. Remember that game with the nut and three cups? That was why it was...
read more",2019-02-12,10
General Electric Co.,GE,GE In Big Trouble Continues,"GE: Undervalued By About $68 Billion General Electric (NYSE:GE) has endured a couple of very difficult years. In fact, since 2017 began, GE declined by a staggering 78%, before the stock finally bottomed last December. Numerous factors, like a...
read more",2019-02-11,2
General Electric Co.,GE,grc in big trouble,"word has it vic is in a p*ssing contest with the businesses who won't fund him and has turned to bullying to get more money in house. With bhge and soon health on the way out, his targets have been reduced to just a few and mr joyce isnt having it...
read more",2019-02-10,16
General Electric Co.,GE,Will the new CEO save the company?,This article contrasts the old and new CEOs' dialectic. https://www.forbes.com/sites/laurarittenhouse/2019/02/09/what-you-need-to-know-about-ges-new-ceo/#235da04e68f4,2019-02-09,3
General Electric Co.,GE,"Just 2 years ago, ""GE has no idea what the future of work will look like"" still no ideas at GE","For all those who work at GE, does the future of work look any better? And, btw, what happened to the ""future of work"" initiative and high flyer behind it? It got cancelled along with a bunch of other wasteful initiatives and she rode off into the...
read more",2019-02-09,1
General Electric Co.,GE,GE Appliances thriving under new management,"It is quite ironic that now that the old GE management has been replaced by Haier GE Appliances is thriving. All what they needed is a good management...
read more",2019-02-09,3
General Electric Co.,GE,Anyone on here have a life outside GE?,"Just saying... I saw this site back in September and have to wonder about people's sanity. I'm assuming or would hope it's the same 20 or so people, otherwise people have a lot of time on there hands, while working or not working.",2019-02-09,15
General Electric Co.,GE,What is the latest on Global Operations?,Still way too many execs running around doing nothing. IT overhead is too high. Need to drive down the cost structure. Feel sad for Genpact unless the contract allows them to get rid of a lot of people soon,2019-02-09,0
General Mills Inc.,GIS,General Mills Layoffs 2019,Is this going to be an interesting year as it relates to General Mills Layoffs in 2019?,2018-10-30,1
General Mills Inc.,GIS,General Mills layoffs done or no?,"All the news I read about the latest layoffs (the 625 people one) say that most of the people have already been notified. The main emphasis being on most, not all. Those same articles say that the company plans to have the entire process wrapped up...
read more",2018-06-30,2
General Mills Inc.,GIS,625 getting laid off???,I’ve read a few articles saying General Mills is laying off 625 more people...Is this true? If so where are the 625 coming from?,2018-06-27,2
General Mills Inc.,GIS,General Mills layoffs 2018,"It must be that time of the year, General Mills is having more layoffs. The company is cutting jobs at the Yoplait plant in Reed City. Over fifty people are being affected by this...
read more",2018-06-21,0
General Mills Inc.,GIS,Bohica,Plans being put in place. If you don’t see your VP much you’ll know why.,2018-03-29,2
General Mills Inc.,GIS,Cost savings?,Where are cost savings going to come from now? The company has been cutting cost for many years and still has trouble growing profit. Any ideas???,2018-03-21,1
General Mills Inc.,GIS,Layoffs?,Anyone hearing rumors of layoffs?,2018-02-21,0
General Mills Inc.,GIS,“LIE” to your customers???,General Mills has become so desperate for sales that managers are telling their reps to “LIE” to the store managers to get a sale!!! How unethical can this company get???,2018-01-30,2
General Mills Inc.,GIS,how many levels of management do we really need?,"really, how many management levels do we need at general mills? it's management on management on more management on even more management... what's really their purpose except to slow done whatever we are working on with unnecessary red tape? i'm...
read more",2017-11-25,1
General Mills Inc.,GIS,What happened to team work at General Mills?,"Seriously, team work was one of the most important aspects of work at General Mills. What happened to that? There is no team work anymore, at all. We have shifted to completely independent work environment. Communication is non-existent. I can't...
read more",2017-11-24,2
General Mills Inc.,GIS,Cost saving on training,"I don't care how bad the situation is at a company, you do not save on costs by not offering safety training! People who work for General Mills work in a number of hazardous environments where they can not only hurt themselves, but also lose their...
read more",2017-11-09,0
General Mills Inc.,GIS,Way too focused on Wall Street,"As many other businesses in this day and age, General Mills has become way too focused on Wall Street. The good of the employee has been completely overshadowed by the bottom line. We are always understaffed, associates are trained poorly, and we are...
read more",2017-11-08,0
General Mills Inc.,GIS,I'd like to examine executive compensation levels,This needs to be done before any talk about layoffs begin,2017-10-15,1
General Mills Inc.,GIS,General Mills Layoffs 2018,"Do not worry too much, I am one of those who is always optimistic - things will pan out good and we will not have layoffs here in Minneapolis.",2017-10-15,3
General Mills Inc.,GIS,"Planned layoffs for R&D, Sales and ESC","Do you have any updates here - what are the plans for R&D and ESC... Also Sales - if you have any more detail on any other General Mills layoff plans please share as well. There is a ton of rumors about reorganization as well and I am really curious...
read more",2017-08-29,1
General Mills Inc.,GIS,What's the word on a takeover?,no body text,2017-03-12,1
General Mills Inc.,GIS,Severance package with 2017 cuts?,Any info on severance pay with the latest cuts?,2017-02-06,3
General Mills Inc.,GIS,Thursday next week looks like the day for R&D,no body text,2017-01-31,3
General Mills Inc.,GIS,Big cuts in marketing today,Sounds like it was pretty deep today. Will the cuts be as deep at the director level or are plates just getting larger?,2017-01-18,4
General Mills Inc.,GIS,Any new information about layoffs or are we supposed to continue to wonder if we have jobs or not???,no body text,2017-01-04,2
General Mills Inc.,GIS,What about NRO and Sales Reps???,no body text,2016-12-14,1
General Mills Inc.,GIS,New Merged operating units,"Anyone know if the business units will be merged? I've been hearing yogurt and cereal would be merged together and baking and meals would be merged leaving snacks on its own. Also heard natural organic might become its own business. Also heard...
read more",2016-12-08,1
General Mills Inc.,GIS,Golden Valley Layoffs Update (December 2016),"General Mills is eliminating up to 600 jobs with a global restructuring. Most of the jobs will be lost here in the U.S., possibly this will include major cuts at the main office in Golden Valley... Some cuts will be overseas - we do not know how much...
read more",2016-12-05,4
General Mills Inc.,GIS,General Mills Layoffs 2017,My husband is working for the company and he's very concerned that job cuts might be coming and that he may lose his job. He works in Minneapolis.,2016-11-23,6
General Mills Inc.,GIS,Summer shake up?,Hearing some sort of summer shake up? 3G? Ken leaving?,2016-05-02,1
General Mills Inc.,GIS,"YES NOW ITS TIME FOR BERWICK UK, TO LEAVE THE WONDERFULL WORLD OF GENERAL MILLS. WEVE BEEN GETTING SHAFTED AT EVERY TURN OF OUR HEE HEE PROPOSAL","OUR STEERING TEAM IS MADE UP OF , STEVEN LOH SUPPLY CHAIN EXECUTIONER, AND THE EVER FREINDLY THANOS KOUSOPOPOULOUS, THE LATER BEING THE PLATFOM MANAGER OF BOTH THE BERWICK AND THE INOPFITA PLANT IN GREECE, FUNNY ENOUGH WE NOW KNOW THAT INOFITA IS...
read more",2015-11-21,0
General Mills Inc.,GIS,General Mills Layoffs 2016,What is the likelihood of General Mills layoffs in Minneapolis in 2016? Please let me know if you have any information.,2015-11-05,2
General Mills Inc.,GIS,Job cuts later this year in Minneapolis?,-,2015-08-03,1
General Mills Inc.,GIS,"Despite layoffs, General Mills remains largest Twins ticket purchaser according to Chief Financial Officer","Tough times at General Mills, but General Mills is the number one purchaser for Twins tickets according to a recent call with GMI ""leaders"" Apparently General Mills spends millions $$$ on Twins tickets every year putting them as the number one Twins...
read more",2015-07-08,2
General Mills Inc.,GIS,General Mills - more layoffs coming - June 2015,Employees are hearing that there will be another round of layoffs.,2015-06-17,1
General Mills Inc.,GIS,Prolonged Layoffs vs Blitz Purge,"At Target they announced last week cut this week (rip the bandaid off) - at General Mills they announced in October, we didn't find out till January. Even though there was nervous days & sleepless nights, you had more time to process it. They said...
read more",2015-03-12,1
General Mills Inc.,GIS,Age Discrimination Law suite filed by 14 folks after 2012 layoff,"Law suit filed Wed Feb 12, 2015 implies employees 40 & older were laid off at much higher rate and hiring younger workers to take their place. Source: http://kstp.com/article/stories/s3705443.shtml Law suite filing is here:...
read more",2015-02-13,3
General Mills Inc.,GIS,"General Mills to Close New Albany, IN Plant","This will take place in 2016, no specific date was provided. The plant was opened in the fifties. It's located in New Albany, Indiana - no info on how many workers will be affected.",2015-02-13,3
General Mills Inc.,GIS,IT layoff complete at end of January,"The layoffs were due to going to 5 Operating Units from 7 Divisions (why have 2 divisions both selling cereal and both selling snacks) and also consumers changing eating habits. So as the business reorganized (downsized, reduce duplication)so did the...
read more",2015-02-12,2
General Mills Inc.,GIS,Talents are out ....Craps are still in,Talents are out ....Craps are still in,2015-01-29,1
General Mills Inc.,GIS,"Golden Valley, Minn Layoffs 2015","We have 5000 folks, we will be lucky if more than 4000 remain at the end of 2015. This is just my gut feeling, I have no other info to support this but things are not well and that's what making me a pessimist when it comes to redundancies and pink...
read more",2015-01-11,1
General Mills Inc.,GIS,General Mills Redundancies in 2015 (and 2014),"Pillsbury dough factories to be closed, 1500 folks to be cut. 400 jobs lost in New Albany, IN and 100 from Midland, ON. Both factories have been around for over 50 years. Earlier, cereal plant in Lodi, CA was closed, yogurt factory in Methuen, MA...
read more",2015-01-09,1
General Mills Inc.,GIS,Over 800 Admin Jobs to be elimiated,"I'd say this is a major thing, just search for the info, you'll see many sites talking about 800 or 900 folks to be let go. I think this will go well into 2015, it's hard to say when it'll stop.",2014-12-16,0
General Mills Inc.,GIS,2015 Layoffs at General Mills Lodi (January),"400 to be let go, Lodi facility, it's a permanent closure",2014-12-16,4
General Mills Inc.,GIS,2014 Layoffs (Fall),Anybody knows more about rumors that we will have a major reorg and layoffs this Fall?,2014-08-18,4
General Motors,GM,General Motors Brand Reputation Falls,https://theharrispoll.com/axios-harrispoll-100/,2019-03-06,1
General Motors,GM,Warren warn act and health benefits,Anybody have a clear idea how health benefits are handled under the warn act?,2019-03-06,1
General Motors,GM,Has this been announced before?,"Just read about more than 100 employees being cut from the processing center in West Chester - is this something that I somehow missed before or is this a new announcement? I'm hoping this is something I missed, because I was honestly hoping we were...
read more",2019-03-06,1
General Motors,GM,Any luck yet?,"Apart from those folks who were already applying before the layoffs, and already found new jobs, has anyone had any luck with the companies who were claiming to offer jobs to those of us who were laid off last month? I have yet to hear anything from...
read more",2019-03-06,1
General Motors,GM,employment verification,"Cannot understand the respond from GM. hiring company HR through service company did my background check. contact GM for employment verification and they responded that I am still employed and title is ""associate"" instead of actual job title when I...
read more",2019-03-06,0
General Motors,GM,Loyalty ended when we were walked out,"We bought GM cars, because we were loyal GM employees who believed in what we were doing and made sacrifices to get the job done. There was no thank you for your dedication, loyalty and services when we were walked out, and the severance papers make...
read more",2019-03-05,8
General Motors,GM,Fidelity,"Just checked with Fidelity, seems GM cannot even get our status to unemployed updated on time. There is a list which I am on, however no idea how long before status updates with Fidelity.",2019-03-05,3
General Motors,GM,Do I still receive the severance payments if I was rehired by GM?,"I signed and returned the severance papers the day after I was laid off. I then applied for a different job at GM and was rehired before the end of February. I see nothing in the GMSP release agreement that says you do not receive the severance...
read more",2019-03-05,5
General Motors,GM,"It is a big risk to allocate your job, knowing they might do the same or worse again?","Moving to another state for work is easier said than done. People built their lives at these places and moving to another part of the country is hard as it is, but the bigger threat that is in the minds of these workers is the fact that there is no...
read more",2019-03-04,1
General Motors,GM,Elon Musk has a great idea on car sales,"Choose all options online. Deliver to the customer door. If they don't like it, return it within X number of miles. Get rid of the godawful car dealer experience. Save 10% of the middleman overhead.",2019-03-02,7
General Motors,GM,Has anyone received information regarding WARN letter in severance package?,no body text,2019-03-02,2
General Motors,GM,They’re still at it,"GM fired about 35 bundled service employees on Friday. This was part if the earlier salaried layoffs that were supposed to be done in two weeks back in February. Rumors are that another group of directs are having their work absorbed by other groups...
read more",2019-03-02,5
General Motors,GM,Unemployment Benefits,"Just wondering if anyone has fully explored unemployment benefits. Can we file now that it is March 1 and we are officially off the GM payroll? Can we claim benefits for weeks that we do not receive a paycheck or is unemployment not an option until...
read more",2019-03-01,11
General Motors,GM,Are the shifts on the executive level just a smoke screen?,"I don’t see that anything will change on the operational level ore that thing will be done in a different manner after the departures of the two executives. Think that they would leave anyway, given that AB is retiring and and ABD is going for a...
read more",2019-03-01,4
General Motors,GM,Why spite those who are still here?,"I see all these people saying they are done with GM and its cars, as if their switching to Honda or Ford will harm those on top in any way. It will not. They will still receive their exorbitant pay and bonuses. The ones that will be harmed are your...
read more",2019-03-01,17
General Motors,GM,Prorated bonus for 2019,"The severance FAQ talks about prorated bonus for 2019 (i.e. first two months). Any idea when we can expect it to be received? I was under the assumption that 2018 bonus will be prorated for 14 months but looks like I got only for 12 months of 2018...
read more",2019-03-01,3
General Motors,GM,GM future direction and Team GM Bonus,"The GM Bonus was looking light this year compared to the years in the past. I think this overall sets a new direction and standard for GM. Now we seem to be focused on reducing cost for free cash flow. With that being said GM employees it's time to...
read more",2019-03-01,3
General Motors,GM,Why not come together?,"Everyone's been put through hell whether you got laid off or not. You guys want stuff like this to keep happening? Theres no law that says white collar cant unionize that I'm aware of? Theres just always been the threat of being terminated if you...
read more",2019-03-01,7
General Motors,GM,Was severance included in Bonus?,Those of us that got laid off..was the severance in the bonus payout or does that come later?,2019-03-01,9
General Motors,GM,Call back?,Has anybody been called back?,2019-02-28,10
General Motors,GM,What are the tax payers of this country really paying for ?,"I feel that the marketing for GM is in need of serious work , at this point I don't see the company improving their image after all of this , especially considering they let go many talented contract and salary people go just before Christmas time ...
read more",2019-02-28,2
General Motors,GM,Carnegie Mellon University rebukes GM,"GM recently rescinded job offers from those who had not yet accepted. In response, GM is no longer allowed to recruit on the Carnegie Mellon University campus.",2019-02-28,9
General Motors,GM,Everyone think they got their full bonus?,Today's check looked more like my last years February check when I was forced ranked and only got half my bonus. I was expecting 4-5k more.,2019-02-28,5
General Motors,GM,Salary and the UAW,Anyone know why salary folks never joined the UAW? What's the story behind that.,2019-02-28,20
General Motors,GM,Opel celebrates 'historic' profit after decades of losses under GM,https://www.autonews.com/blogs/opel-celebrates-historic-profit-after-decades-losses-under-gm Proof GM management is incompetent,2019-02-28,4
General Motors,GM,Who's leaving on Friday?,I was hoping I'd get at least a job offer by now but still haven't heard anything. I am itching to get out of this crummy place!,2019-02-27,4
General Motors,GM,The profit freeze,"I’m afraid that these layoffs are just the beginning and not just in terms of restructuring and cost cutting to invest in new technologies. The fact is that GM doesn't have what the market demand right now. Proof of that is the shutting down of...
read more",2019-02-27,5
General Motors,GM,What went wrong?,Oblivious outsider here. The narrative for the layoffs and plant closures is made to sound like an innovative strategy. Maybe it is true maybe not...but is there any more to the story? What lead to the decision?,2019-02-27,11
General Motors,GM,Received my 2nd job offer since layoff,"So I posted my first job offer was a 28% pay cut. Ive been working that job just over a week. I now just received a job offer for contract for another large OEM in Michigan. This contract job is paying me $4k more than I made at GM, but benefits for...
read more",2019-02-27,4
